,NAME,YEAR,CMP,PATT,CMP%,PYDS,PAVG,PLNG,PTD,INT,SACK,RTG
2359,Mitchell Trubisky,2016,304,446,68.2,"3,748",8.4,75,30,6,20,158.3
2360,Riley Ferguson,2016,280,443,63.2,"3,698",8.3,84,32,10,33,152.7
2361,Brett Rypien,2016,244,394,61.9,"3,646",9.3,76,24,8,19,155.7
2362,Trace McSorley,2016,224,387,57.9,"3,614",9.3,80,29,8,23,156.9
2363,Greg Ward,2016,319,469,68.0,"3,557",7.6,55,22,13,33,141.7
2364,Jerod Evans,2016,268,422,63.5,"3,552",8.4,62,29,8,32,153.1
2365,Lamar Jackson,2016,230,409,56.2,"3,543",8.7,74,30,9,46,148.8
2366,Cooper Rush,2016,278,465,59.8,"3,540",7.6,85,23,16,37,133.2
2367,Zach Terrell,2016,263,377,69.8,"3,533",9.4,70,33,4,16,175.2
2368,Brad Kaaya,2016,261,421,62.0,"3,532",8.4,77,27,7,25,150.3
2369,Jake Browning,2016,243,391,62.1,"3,430",8.8,75,43,9,25,167.5
2370,Austin Allen,2016,245,401,61.1,"3,430",8.6,73,25,15,34,146.0
2371,Drew Lock,2016,237,434,54.6,"3,399",7.8,87,23,10,13,133.3
2372,Richard Lagow,2016,253,438,57.8,"3,362",7.7,79,19,17,28,128.8
2373,David Blough,2016,295,517,57.1,"3,352",6.5,89,25,21,28,119.4
2374,Deondre Francois,2016,235,400,58.8,"3,350",8.4,92,20,7,34,142.1
2375,Dane Evans,2016,259,435,59.5,"3,348",7.7,74,32,12,22,143.0
2376,Skyler Howard,2016,247,404,61.1,"3,328",8.2,71,26,10,25,146.6
2377,P.J. Walker,2016,230,395,58.2,"3,295",8.3,67,22,13,28,140.1
2378,Nick Mullens,2016,243,384,63.3,"3,272",8.5,93,24,11,19,149.8
2379,Brent Stockstill,2016,262,414,63.3,"3,233",7.8,78,31,7,8,150.2
2380,Kenny Hill,2016,269,440,61.1,"3,208",7.3,75,17,13,28,129.2
2381,Josh Allen,2016,209,373,56.0,"3,203",8.6,54,28,15,27,144.9
2382,Matt Linehan,2016,257,415,61.9,"3,184",7.7,78,19,10,24,136.7
2383,Clayton Thorson,2016,280,478,58.6,"3,182",6.7,58,22,9,38,125.9
2384,Brandon Silvers,2016,293,460,63.7,"3,180",6.9,80,23,12,7,133.0
2385,Sam Darnold,2016,246,366,67.2,"3,086",8.4,67,31,9,6,161.1
2386,Ryan Finley,2016,243,402,60.4,"3,055",7.6,80,18,8,15,135.1
2387,Shane Buechele,2016,236,391,60.4,"2,958",7.6,80,21,11,31,136.0
2388,Joshua Dobbs,2016,225,357,63.0,"2,946",8.3,67,27,12,25,150.6
2389,Ben Hicks,2016,234,422,55.5,"2,930",6.9,88,19,15,23,121.5
2390,DeShone Kizer,2016,212,361,58.7,"2,925",8.1,79,26,9,25,145.6
2391,Nathan Peterman,2016,185,306,60.5,"2,855",9.3,79,27,7,10,163.4
2392,Daniel Jones,2016,270,430,62.8,"2,836",6.6,64,16,9,29,126.3
2393,David Washington,2016,202,340,59.4,"2,836",8.3,84,31,5,15,156.6
2394,Quinton Flowers,2016,207,331,62.5,"2,812",8.5,84,24,7,13,153.6
2395,Jalen Hurts,2016,240,382,62.8,"2,780",7.3,71,23,9,19,139.1
2396,Chad Kelly,2016,205,328,62.5,"2,758",8.4,63,19,8,16,147.4
2397,Troy Williams,2016,207,390,53.1,"2,757",7.1,69,15,8,26,121.0
2398,Justice Hansen,2016,197,340,57.9,"2,719",8.0,75,19,8,18,138.9
2399,Dallas Davis,2016,198,348,56.9,"2,706",7.8,76,11,12,25,125.8
2400,Brogan Roback,2016,219,372,58.9,"2,694",7.2,75,18,7,10,131.9
2401,Conner Manning,2016,207,373,55.5,"2,684",7.2,78,16,13,10,123.1
2402,Eric Dungey,2016,230,355,64.8,"2,679",7.5,72,15,7,22,138.2
2403,Andrew Ford,2016,222,365,60.8,"2,665",7.3,74,26,14,32,138.0
2404,Philip Nelson,2016,237,349,67.9,"2,621",7.5,75,16,8,19,141.5
2405,Chase Litton,2016,231,371,62.3,"2,612",7.0,83,24,9,23,137.9
2406,Tyler Rogers,2016,224,402,55.7,"2,589",6.4,68,16,12,31,117.0
2407,J.T. Barrett,2016,233,379,61.5,"2,555",6.7,79,24,7,27,135.3
2408,Kurt Benkert,2016,228,406,56.2,"2,552",6.3,84,21,11,31,120.6
2409,Riley Neal,2016,242,394,61.4,"2,541",6.4,62,13,12,18,120.4
2410,Wilton Speight,2016,204,331,61.6,"2,538",7.7,56,18,7,20,139.8
2411,Dru Brown,2016,209,335,62.4,"2,488",7.4,56,19,7,18,139.3
2412,Trevor Knight,2016,193,362,53.3,"2,432",6.7,92,19,7,12,123.2
2413,Jacob Eason,2016,204,370,55.1,"2,430",6.6,77,16,8,21,120.3
2414,Nick Fitzgerald,2016,196,361,54.3,"2,423",6.7,74,21,10,14,124.3
2415,Jason Driskel,2016,200,327,61.2,"2,415",7.4,85,9,11,22,125.6
2416,Kyle Shurmur,2016,204,375,54.4,"2,409",6.4,76,9,10,32,110.9
2417,Kent Myers,2016,211,361,58.4,"2,389",6.6,68,10,8,27,118.7
2418,Sefo Liufau,2016,200,319,62.7,"2,366",7.4,70,11,6,23,132.6
2419,Manny Wilkins,2016,197,311,63.3,"2,329",7.5,71,12,9,34,133.2
2420,Taysom Hill,2016,222,372,59.7,"2,323",6.2,75,12,11,22,116.9
2421,Taylor Lamb,2016,197,325,60.6,"2,281",7.0,60,15,8,13,129.9
2422,Kenny Potter,2016,183,308,59.4,"2,273",7.4,65,16,10,40,132.1
2423,Tyler Jones,2016,221,343,64.4,"2,186",6.4,48,11,14,37,120.4
2424,Tommy Armstrong Jr.,2016,151,294,51.4,"2,180",7.4,72,14,8,6,123.9
2425,Dalton Sturm,2016,169,299,56.5,"2,170",7.3,77,20,6,35,135.5
2426,Anthony Jennings,2016,192,322,59.6,"2,169",6.7,71,11,13,36,119.4
2427,Mitch Leidner,2016,173,307,56.4,"2,169",7.1,62,8,12,16,116.5
2428,Seth Russell,2016,152,278,54.7,"2,126",7.6,89,20,8,13,136.9
2429,Danny Etling,2016,160,269,59.5,"2,123",7.9,80,11,5,17,135.5
2430,James Morgan,2016,183,326,56.1,"2,082",6.4,72,16,15,17,116.8
2431,Thomas Woodson,2016,146,242,60.3,"2,079",8.6,91,18,6,14,152.1
2432,Tyler Stehling,2016,194,316,61.4,"2,049",6.5,64,12,7,27,124.0
2433,Stephen Johnson,2016,145,265,54.7,"2,037",7.7,75,13,6,20,130.9
2434,Chason Virgil,2016,166,322,51.6,"2,021",6.3,85,13,10,21,111.4
2435,Bryant Shirreffs,2016,166,283,58.7,"2,010",7.1,70,7,6,23,122.2
2436,Christian Chapman,2016,153,251,61.0,"1,994",7.9,86,20,6,28,149.2
2437,McKenzie Milton,2016,194,336,57.7,"1,983",5.9,71,10,7,25,113.0
2438,Tyler O'Connor,2016,154,262,58.8,"1,970",7.5,86,16,9,21,135.2
2439,Nick Stevens,2016,129,201,64.2,"1,936",9.6,73,19,5,4,171.3
2440,Justin Herbert,2016,162,255,63.5,"1,936",7.6,72,19,4,19,148.8
2441,C.J. Beathard,2016,170,301,56.5,"1,929",6.4,77,17,10,30,122.3
2442,Josh Rosen,2016,137,231,59.3,"1,915",8.3,66,10,5,13,138.9
2443,Greg Windham,2016,161,297,54.2,"1,895",6.4,75,14,8,9,118.0
2444,Alex McGough,2016,167,286,58.4,"1,891",6.6,60,13,11,12,121.2
2445,Jacob Park,2016,133,226,58.8,"1,791",7.9,67,12,5,12,138.5
2446,John Wolford,2016,166,299,55.5,"1,774",5.9,48,9,10,33,108.6
2447,Tyree Jackson,2016,165,311,53.1,"1,772",5.7,75,9,9,11,104.7
2448,Jesse Ertz,2016,152,264,57.6,"1,755",6.6,83,9,4,21,121.6
2449,Hayden Moore,2016,146,255,57.3,"1,744",6.8,82,11,7,18,123.4
2450,Patrick Towles,2016,138,273,50.5,"1,730",6.3,58,12,7,27,113.2
2451,Sean White,2016,133,208,63.9,"1,679",8.1,48,9,3,15,143.1
2452,Mike Fafaul,2016,135,259,52.1,"1,602",6.2,75,12,11,11,110.9
2453,Mason Fine,2016,155,261,59.4,"1,572",6.0,75,6,5,36,113.7
2454,Justin Thomas,2016,79,148,53.4,"1,559",10.5,83,8,2,13,157.0
2455,Gus Ragland,2016,115,179,64.2,"1,537",8.6,74,17,1,16,166.6
2456,Zach Smith,2016,116,196,59.2,"1,526",7.8,68,13,7,13,139.3
2457,Perry Hills,2016,122,197,61.9,"1,464",7.4,66,12,4,34,140.4
2458,Austin Appleby,2016,127,209,60.8,"1,447",6.9,98,10,7,20,128.0
2459,Jake Bentley,2016,125,190,65.8,"1,420",7.5,47,9,4,24,140.0
2460,Will Worth,2016,72,117,61.5,"1,397",11.9,57,8,3,14,179.3
2461,Wes Lunt,2016,127,232,54.7,"1,376",5.9,68,8,3,14,113.4
2462,Ryan Metz,2016,130,201,64.7,"1,375",6.8,72,14,4,13,141.1
2463,Luke Del Rio,2016,114,201,56.7,"1,358",6.8,78,8,8,8,118.6
2464,Hasaan Klugh,2016,120,224,53.6,"1,356",6.1,76,10,3,15,116.5
2465,Brandon Dawkins,2016,98,182,53.8,"1,348",7.4,75,8,6,13,124.0
2466,Gardner Minshew II,2016,119,202,58.9,"1,347",6.7,77,8,4,9,124.0
2467,Glen Cuiellette,2016,101,237,42.6,"1,309",5.5,46,10,8,18,96.2
2468,Ty Gangi,2016,99,172,57.6,"1,301",7.6,68,8,6,5,129.5
2469,Joel Lanning,2016,99,169,58.6,"1,290",7.6,49,9,3,20,136.7
2470,Marcus McMaryion,2016,101,170,59.4,"1,286",7.6,75,10,5,7,136.5
2471,Alex Hornibrook,2016,106,181,58.6,"1,262",7.0,57,9,7,13,125.8
2472,Quinton Maxwell,2016,90,162,55.6,"1,252",7.7,73,8,4,10,131.8
2473,Bart Houston,2016,96,141,68.1,"1,245",8.8,47,5,3,11,149.7
2474,Garrett Smith,2016,103,179,57.5,"1,237",6.9,73,9,7,6,124.4
2475,Dakota Prukop,2016,94,143,65.7,"1,214",8.5,77,8,2,10,152.7
2476,Anthony Maddie,2016,105,175,60.0,"1,213",6.9,41,8,5,3,127.6
2477,Nate Romine,2016,45,108,41.7,"1,206",11.2,75,10,4,10,158.6
2478,Tyler Stewart,2016,110,174,63.2,"1,161",6.7,46,9,3,16,132.9
2479,Billy Bahl,2016,69,125,55.2,"1,154",9.2,70,8,4,19,147.5
2480,Ryan Burns,2016,102,166,61.4,"1,151",6.9,56,5,7,23,121.2
2481,Alec Morris,2016,105,185,56.8,"1,126",6.1,55,9,7,6,116.4
2482,Collin Hill,2016,75,129,58.1,"1,096",8.5,60,8,2,9,146.9
2483,Steven Montez,2016,83,140,59.3,"1,078",7.7,69,9,5,8,138.0
2484,Montell Cozart,2016,112,190,58.9,"1,075",5.7,74,7,9,3,109.2
2485,Todd Porter,2016,87,142,61.3,"1,064",7.5,49,7,9,3,127.8
2486,Carter Stanley,2016,93,156,59.6,959,6.1,95,6,6,8,116.3
2487,Zack Mahoney,2016,82,135,60.7,943,7.0,81,8,4,15,133.0
2488,Keller Chryst,2016,77,136,56.6,905,6.7,61,10,2,11,133.8
2489,Giovanni Rescigno,2016,86,163,52.8,889,5.5,68,5,5,18,102.6
2490,Jake Hubenak,2016,61,104,58.7,884,8.5,69,6,2,9,145.2
2491,Shea Patterson,2016,72,132,54.5,880,6.7,40,6,3,9,121.0
2492,Kevin Ellison,2016,66,106,62.3,871,8.2,64,8,3,4,150.5
2493,Nick Holley,2016,72,146,49.3,868,5.9,56,4,3,14,104.2
2494,Kevin Olsen,2016,87,175,49.7,842,4.8,42,6,3,9,98.0
2495,Caleb Evans,2016,76,144,52.8,834,5.8,66,4,6,6,102.3
2496,John Urzua,2016,78,131,59.5,816,6.2,53,8,8,6,119.8
2497,Ryan Willis,2016,72,117,61.5,811,6.9,71,3,7,16,116.3
2498,Gunner Kiel,2016,66,127,52.0,804,6.3,54,6,2,3,117.6
2499,Chris Laviano,2016,70,145,48.3,748,5.2,76,5,2,12,100.2
2500,Ahmad Bradshaw,2016,40,91,44.0,710,7.8,43,4,9,6,104.2
2501,Tra'Von Chapman,2016,54,117,46.2,700,6.0,44,5,5,7,102.0
2502,Zack Greenlee,2016,52,103,50.5,695,6.7,54,5,3,3,117.4
2503,Lamar Jordan,2016,40,75,53.3,681,9.1,49,6,4,6,145.3
2504,Ryan Graham,2016,71,127,55.9,680,5.4,49,8,6,1,112.2
2505,Johnny Stanton,2016,50,107,46.7,676,6.3,56,6,6,2,107.1
2506,Perry Orth,2016,57,90,63.3,661,7.3,39,0,2,8,120.6
2507,Austin Apodaca,2016,53,98,54.1,654,6.7,62,5,2,6,122.9
2508,Kurt Palandech,2016,49,97,50.5,647,6.7,64,5,2,5,119.4
2509,Ikaika Woolsey,2016,44,90,48.9,644,7.2,63,6,6,6,117.7
2510,James Knapke,2016,59,119,49.6,636,5.3,71,3,9,8,87.7
2511,Dalton Sneed,2016,39,88,44.3,632,7.2,61,5,2,3,118.9
2512,Grant Rohach,2016,46,84,54.8,628,7.5,52,2,2,12,120.7
2513,Darell Garretson,2016,73,146,50.0,617,4.2,48,3,4,12,86.8
2514,Favian Upshaw,2016,46,84,54.8,614,7.3,44,4,2,5,127.1
2515,Maurice Alexander,2016,51,87,58.6,613,7.0,48,2,6,16,111.6
2516,Brandon McIlwain,2016,62,118,52.5,600,5.1,42,2,1,9,99.2
2517,Jared Johnson,2016,41,75,54.7,564,7.5,42,4,1,8,132.8
2518,Ryker Fyfe,2016,48,99,48.5,558,5.6,39,4,1,9,107.1
2519,Arion Worthman,2016,23,39,59.0,546,14.0,75,4,2,7,200.2
2520,Zach Kline,2016,42,79,53.2,523,6.6,53,0,2,10,103.7
2521,Justin Holman,2016,36,83,43.4,510,6.1,50,3,2,9,102.1
2522,Max Browne,2016,58,93,62.4,507,5.5,38,2,2,6,111.0
2523,Ross Trail,2016,46,70,65.7,494,7.1,36,1,6,5,112.6
2524,Jeff George Jr.,2016,38,94,40.4,470,5.0,43,4,5,3,85.8
2525,Nic Shimonek,2016,38,58,65.5,464,8.0,59,6,1,3,163.4
2526,Cole Garvin,2016,35,64,54.7,463,7.2,79,4,1,7,133.0
2527,Anu Solomon,2016,37,63,58.7,462,7.3,47,1,2,12,119.2
2528,Drew Hare,2016,37,59,62.7,425,7.2,51,3,0,3,140.0
2529,J'Mar Smith,2016,30,43,69.8,412,9.6,89,2,1,4,160.9
2530,George Bollas,2016,27,58,46.6,402,6.9,57,2,2,5,109.3
2531,Josh Love,2016,31,60,51.7,392,6.5,52,2,5,10,100.9
2532,Dillon Sterling-Cole,2016,28,55,50.9,388,7.1,45,1,4,6,101.6
2533,Brian Lewerke,2016,31,57,54.4,381,6.7,34,2,1,3,118.6
2534,Ross Comis,2016,28,63,44.4,370,5.9,58,1,1,12,95.8
2535,Keon Howard,2016,22,50,44.0,365,7.3,55,1,4,10,95.9
2536,Chad Voytik,2016,32,57,56.1,363,6.4,83,1,1,9,111.9
2537,Mylik Mitchell,2016,39,69,56.5,363,5.3,37,5,1,12,121.7
2538,Daniel Santacaterina,2016,18,38,47.4,361,9.5,74,1,2,1,125.3
2539,Seth Shuman,2016,34,72,47.2,357,5.0,53,1,3,1,85.1
2540,Zach Abey,2016,20,35,57.1,352,10.1,64,1,4,7,128.2
2541,Nick Schuessler,2016,23,33,69.7,334,10.1,45,3,0,2,184.7
2542,Drew Barker,2016,18,36,50.0,334,9.3,72,4,5,8,136.8
2543,Tyrrell Pigrome,2016,37,71,52.1,322,4.5,31,2,2,6,93.9
2544,Jackson Tyner,2016,32,67,47.8,318,4.7,41,2,1,3,94.5
2545,Matt Johns,2016,36,63,57.1,314,5.0,44,2,5,3,93.6
2546,Jeremy Johnson,2016,27,47,57.4,312,6.6,56,1,2,3,111.7
2547,Noah Wezensky,2016,28,53,52.8,307,5.8,26,2,2,5,106.4
2548,Donovan Williams,2016,36,76,47.4,300,3.9,43,1,5,11,71.7
2549,Caleb Rowe,2016,19,37,51.4,296,8.0,47,0,3,3,102.3
2550,Mason Rudolph,2017,318,489,65.0,"4,904",10.0,86,37,9,24,170.6
2551,Baker Mayfield,2017,285,404,70.5,"4,627",11.5,84,43,6,26,198.9
2552,Riley Ferguson,2017,299,474,63.1,"4,257",9.0,89,38,9,21,161.2
2553,Mike White,2017,368,560,65.7,"4,177",7.5,93,26,8,44,140.8
2554,Sam Darnold,2017,303,480,63.1,"4,143",8.6,56,26,13,29,148.1
2555,Mason Fine,2017,324,511,63.4,"4,052",7.9,77,31,15,39,144.2
2556,McKenzie Milton,2017,265,395,67.1,"4,037",10.2,80,37,9,11,179.3
2557,Tyler Rogers,2017,348,566,61.5,"4,016",7.1,81,27,18,29,130.5
2558,Justice Hansen,2017,305,487,62.6,"3,967",8.1,73,37,16,31,149.6
2559,Drew Lock,2017,242,419,57.8,"3,964",9.5,79,44,13,11,165.7
2560,Nic Shimonek,2017,328,493,66.5,"3,963",8.0,77,33,10,27,152.1
2561,Logan Woodside,2017,264,411,64.2,"3,882",9.4,89,28,8,22,162.2
2562,Nick Stevens,2017,284,459,61.9,"3,799",8.3,76,29,10,13,147.9
2563,Josh Rosen,2017,283,452,62.6,"3,756",8.3,65,26,10,26,147.0
2564,Lamar Jackson,2017,254,430,59.1,"3,660",8.5,78,27,10,29,146.6
2565,Luke Falk,2017,357,534,66.9,"3,593",6.7,61,30,13,39,137.0
2566,Trace McSorley,2017,284,427,66.5,"3,570",8.4,85,28,10,27,153.7
2567,Ben Hicks,2017,276,472,58.5,"3,569",7.6,86,33,12,21,140.0
2568,Ryan Finley,2017,312,479,65.1,"3,518",7.3,79,17,6,12,136.0
2569,Will Grier,2017,250,388,64.4,"3,490",9.0,76,34,12,14,162.7
2570,Brandon Silvers,2017,283,443,63.9,"3,290",7.4,59,17,7,15,135.8
2571,Manny Wilkins,2017,260,410,63.4,"3,270",8.0,70,20,8,40,142.6
2572,Shane Morris,2017,249,446,55.8,"3,237",7.3,77,27,17,23,129.2
2573,Kurt Benkert,2017,298,509,58.5,"3,207",6.3,81,25,9,31,124.1
2574,John Wolford,2017,239,374,63.9,"3,192",8.5,52,29,6,15,158.0
2575,Jarrett Stidham,2017,246,370,66.5,"3,158",8.5,75,18,6,35,151.0
2576,Kenny Hill,2017,269,400,67.3,"3,152",7.9,93,23,8,17,148.4
2577,Conner Manning,2017,259,403,64.3,"3,146",7.8,71,14,7,21,137.8
2578,Tanner Lee,2017,246,428,57.5,"3,143",7.3,80,23,16,17,129.4
2579,Malik Rosier,2017,224,415,54.0,"3,120",7.5,78,26,14,27,131.1
2580,Chase Litton,2017,266,443,60.0,"3,115",7.0,76,25,14,11,131.4
2581,J.T. Barrett,2017,240,371,64.7,"3,053",8.2,84,35,9,19,160.1
2582,Ross Bowers,2017,272,461,59.0,"3,039",6.6,75,18,12,34,122.1
2583,Josh Jackson,2017,236,396,59.6,"2,991",7.6,70,20,9,22,135.2
2584,Steven Montez,2017,228,377,60.5,"2,975",7.9,79,18,9,35,137.7
2585,J'Mar Smith,2017,229,409,56.0,"2,974",7.3,87,16,5,25,127.5
2586,Andrew Ford,2017,223,353,63.2,"2,924",8.3,69,22,4,38,151.1
2587,Quinton Flowers,2017,188,354,53.1,"2,911",8.2,95,25,6,17,142.1
2588,Brogan Roback,2017,245,409,59.9,"2,890",7.1,74,19,15,16,127.3
2589,Brett Rypien,2017,218,348,62.6,"2,877",8.3,87,16,6,20,143.8
2590,Caleb Evans,2017,211,344,61.3,"2,868",8.3,67,17,6,17,144.2
2591,Clayton Thorson,2017,262,434,60.4,"2,844",6.6,58,15,12,30,121.3
2592,Kyle Shurmur,2017,220,380,57.9,"2,823",7.4,73,26,10,19,137.6
2593,Kelly Bryant,2017,262,398,65.8,"2,802",7.0,79,13,8,27,131.7
2594,Alex McGough,2017,232,355,65.4,"2,798",7.9,75,17,8,21,142.9
2595,Jake Bentley,2017,245,394,62.2,"2,794",7.1,68,18,12,29,130.7
2596,Brian Lewerke,2017,246,417,59.0,"2,793",6.7,60,20,7,18,127.7
2597,Dru Brown,2017,254,412,61.7,"2,785",6.8,85,18,8,30,129.0
2598,Ty Gangi,2017,228,374,61.0,"2,746",7.3,82,25,11,7,138.8
2599,Taylor Lamb,2017,206,337,61.1,"2,737",8.1,84,27,6,8,152.2
2600,Marcus McMaryion,2017,218,351,62.1,"2,726",7.8,81,14,5,8,137.7
2601,Jake Browning,2017,230,336,68.5,"2,719",8.1,76,19,5,19,152.1
2602,Daniel Jones,2017,257,453,56.7,"2,691",5.9,58,14,11,28,112.0
2603,Alex Hornibrook,2017,198,318,62.3,"2,644",8.3,61,25,15,21,148.6
2604,Jake Fromm,2017,181,291,62.2,"2,615",9.0,80,24,7,20,160.1
2605,Hayden Moore,2017,239,424,56.4,"2,562",6.0,75,20,9,15,118.4
2606,Eric Dungey,2017,225,377,59.7,"2,495",6.6,66,14,9,26,122.8
2607,Danny Etling,2017,165,275,60.0,"2,463",9.0,87,16,2,27,153.0
2608,Nate Stanley,2017,196,351,55.8,"2,437",6.9,70,26,6,25,135.2
2609,Tyler Huntley,2017,199,312,63.8,"2,411",7.7,75,15,10,31,138.2
2610,A.J. Erdely,2017,205,338,60.7,"2,331",6.9,74,16,4,23,131.8
2611,Stephen Johnson,2017,189,316,59.8,"2,305",7.3,64,10,6,27,127.7
2612,Bryant Shirreffs,2017,171,260,65.8,"2,287",8.8,80,14,5,27,153.6
2613,Shea Patterson,2017,166,260,63.8,"2,259",8.7,77,17,9,19,151.5
2614,Jason Driskel,2017,185,278,66.5,"2,247",8.1,79,15,4,7,149.4
2615,James Blackman,2017,173,297,58.2,"2,230",7.5,60,19,11,29,135.0
2616,Nathan Rourke,2017,161,292,55.1,"2,203",7.5,58,17,7,16,132.9
2617,Dalton Sturm,2017,185,297,62.3,"2,185",7.4,48,15,5,24,137.4
2618,Gardner Minshew II,2017,174,304,57.2,"2,140",7.0,95,16,7,8,129.1
2619,Elijah Sindelar,2017,187,329,56.8,"2,099",6.4,54,18,7,18,124.2
2620,Tyree Jackson,2017,143,237,60.3,"2,096",8.8,69,12,3,9,148.8
2621,Jalen Hurts,2017,154,254,60.6,"2,081",8.2,78,17,1,24,150.7
2622,Damian Williams,2017,194,333,58.3,"2,061",6.2,55,12,9,27,116.7
2623,Matt Linehan,2017,173,281,61.6,"2,056",7.3,60,16,4,32,139.0
2624,Gus Ragland,2017,150,268,56.0,"2,032",7.6,55,19,7,18,137.8
2625,Justin Herbert,2017,139,206,67.5,"1,983",9.6,67,15,5,10,167.5
2626,Richard Lagow,2017,172,295,58.3,"1,936",6.6,71,15,8,16,124.8
2627,Sam Ehlinger,2017,158,275,57.5,"1,915",7.0,90,11,7,11,124.1
2628,Kwadra Griggs,2017,148,264,56.1,"1,879",7.1,51,16,2,10,134.3
2629,Christian Chapman,2017,146,243,60.1,"1,873",7.7,89,13,4,29,139.2
2630,Brandon Wimbush,2017,136,275,49.5,"1,870",6.8,83,16,6,25,121.4
2631,Josh Allen,2017,152,270,56.3,"1,812",6.7,47,16,6,22,127.8
2632,Jonathan Banks,2017,124,219,56.6,"1,797",8.2,73,12,5,20,139.1
2633,Nick Starkel,2017,123,205,60.0,"1,793",8.7,70,14,6,8,150.1
2634,Kyle Kempt,2017,161,243,66.3,"1,787",7.4,57,15,3,12,145.9
2635,Nick Fitzgerald,2017,159,286,55.6,"1,782",6.2,62,15,11,7,117.6
2636,Thomas Woodson,2017,159,278,57.2,"1,777",6.4,45,14,9,16,121.0
2637,Jordan Ta'amu,2017,115,173,66.5,"1,682",9.7,77,11,4,13,164.5
2638,Marcus Childers,2017,152,265,57.4,"1,674",6.3,73,16,5,18,126.6
2639,Brent Stockstill,2017,138,239,57.7,"1,672",7.0,63,16,8,13,131.9
2640,Logan Marchi,2017,136,245,55.5,"1,658",6.8,48,9,8,11,117.9
2641,Thomas Sirk,2017,132,236,55.9,"1,655",7.0,75,9,9,7,119.8
2642,Jordan Love,2017,129,235,54.9,"1,631",6.9,77,8,6,7,119.3
2643,Peyton Bender,2017,148,273,54.2,"1,609",5.9,77,10,10,17,108.5
2644,Frank Nutile,2017,122,199,61.3,"1,600",8.0,74,12,7,7,141.7
2645,Khalil Tate,2017,111,179,62.0,"1,591",8.9,68,14,9,12,152.4
2646,K.J. Costello,2017,124,211,58.8,"1,573",7.5,50,14,4,8,139.5
2647,Charlie Brewer,2017,139,204,68.1,"1,562",7.7,58,11,4,15,146.3
2648,Tanner Mangum,2017,147,257,57.2,"1,540",6.0,46,8,9,13,110.8
2649,Montel Aaron,2017,126,225,56.0,"1,531",6.8,59,8,10,22,116.0
2650,Steven Williams,2017,147,263,55.9,"1,528",5.8,71,6,11,16,103.9
2651,Hasaan Klugh,2017,133,279,47.7,"1,524",5.5,68,10,13,20,96.1
2652,John Urzua,2017,136,220,61.8,"1,522",6.9,64,7,9,10,122.2
2653,Cole Garvin,2017,122,232,52.6,"1,490",6.4,81,7,7,14,110.5
2654,Armani Rogers,2017,99,189,52.4,"1,471",7.8,94,6,5,22,122.9
2655,Zach Smith,2017,105,201,52.2,"1,471",7.3,79,8,8,19,118.9
2656,Darell Garretson,2017,128,221,57.9,"1,465",6.6,44,6,8,12,115.3
2657,Tyler Keane,2017,100,170,58.8,"1,440",8.5,86,11,5,13,145.5
2658,Feleipe Franks,2017,125,229,54.6,"1,438",6.3,63,9,8,29,113.3
2659,Austin Allen,2017,105,187,56.2,"1,427",7.6,65,10,5,19,132.5
2660,Shane Buechele,2017,137,213,64.3,"1,405",6.6,49,7,4,23,126.8
2661,Jon Wassink,2017,124,193,64.2,"1,391",7.2,52,14,4,11,144.6
2662,Jordan Davis,2017,122,215,56.7,"1,386",6.4,50,10,8,12,118.8
2663,Jarret Doege,2017,120,188,63.8,"1,381",7.3,62,12,3,14,143.4
2664,Kellen Mond,2017,117,227,51.5,"1,375",6.1,81,8,6,19,108.8
2665,Anthony Brown,2017,134,258,51.9,"1,367",5.3,76,11,9,7,103.5
2666,Dallas Davis,2017,100,175,57.1,"1,355",7.7,75,8,7,11,129.3
2667,Chazz Surratt,2017,107,183,58.5,"1,342",7.3,54,8,3,14,131.2
2668,Max Bortenschlager,2017,121,233,51.9,"1,313",5.6,52,10,5,32,109.1
2669,Kent Myers,2017,124,197,62.9,"1,278",6.5,49,8,7,21,123.7
2670,Jeff George Jr.,2017,94,181,51.9,"1,273",7.0,77,7,10,20,112.7
2671,James Morgan,2017,96,212,45.3,"1,260",5.9,75,9,7,11,102.6
2672,D'Eriq King,2017,90,139,64.7,"1,260",9.1,75,7,2,9,154.6
2673,Peyton Ramsey,2017,134,205,65.4,"1,252",6.1,45,10,5,13,127.9
2674,Keon Howard,2017,96,170,56.5,"1,199",7.1,84,8,5,4,125.4
2675,Jacob Park,2017,100,162,61.7,"1,181",7.3,74,9,5,5,135.1
2676,Tyler Hilinski,2017,130,179,72.6,"1,176",6.6,49,7,7,5,132.9
2677,Luke Skipper,2017,71,127,55.9,"1,141",9.0,74,3,4,17,132.9
2678,George Bollas,2017,88,182,48.4,"1,133",6.2,84,4,12,22,94.7
2679,Kyle Postma,2017,111,167,66.5,"1,125",6.7,39,5,6,4,125.8
2680,Carter Stanley,2017,101,185,54.6,"1,108",6.0,60,4,7,12,104.5
2681,David Blough,2017,102,157,65.0,"1,103",7.0,62,9,4,15,137.8
2682,Arion Worthman,2017,54,109,49.5,"1,100",10.1,64,10,4,16,157.2
2683,Ben DiNucci,2017,88,158,55.7,"1,091",6.9,74,5,5,14,117.8
2684,Drew Anderson,2017,66,106,62.3,"1,039",9.8,72,10,1,2,173.8
