,NAME,COLLEGE,YEAR,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,HT/WT,DOB,DRAFT_STATUS
597,Tim Hiller,WMU,2009,40.7,-3.8,594,19.9,38.4,-2.0,-16.8,0.3,48.3,na,12/13/1986,na
598,Danny Sullivan,ASU,2009,40.1,-14.3,373,3.1,9.3,1.5,-8.1,0.4,40.2,na,na,na
599,Theo Scott,OHIO,2009,39.8,-10.8,467,10.7,27.8,-1.9,-16.2,0.2,44.0,na,na,na
600,Tom Savage,RUTG,2009,39.0,-13.9,387,3.7,18.0,0.6,-16.5,1.4,40.7,na,4/26/1990,"2014: Rd 4, Pk 135 (HOU)"
601,Zac Lee,NEB,2009,38.4,-28.0,447,-5.4,18.8,-12.5,-11.7,-0.3,34.3,na,4/26/1987,na
602,Chris Turner,MD,2009,37.7,-25.5,419,-4.5,16.2,-5.5,-16.9,1.7,34.7,na,na,na
603,Nick Fanuzzi,RICE,2009,36.3,-16.0,342,0.3,8.7,-1.4,-8.0,0.9,38.1,na,na,na
604,Corey Leonard,ARST,2009,36.2,-17.4,305,-2.3,13.1,-3.4,-13.7,1.7,35.6,na,na,na
605,Paul McCall,FIU,2009,35.9,-19.9,487,2.8,20.9,-1.4,-18.0,1.3,39.5,na,na,na
606,Grant Stucker,CSU,2009,35.5,-11.7,316,2.9,11.6,2.8,-11.9,0.4,40.5,na,na,na
607,Larry Smith,VAN,2009,34.9,-30.7,344,-12.9,-5.8,9.0,-15.0,-0.9,28.4,na,na,na
608,Trey Revell,ULM,2009,34.5,-8.6,345,6.5,12.6,0.9,-7.3,0.3,43.6,na,na,na
609,Bo Levi Mitchell,SMU,2009,34.3,-7.9,305,6.1,15.1,-1.2,-7.6,-0.2,43.3,na,na,na
610,Tyson Lee,MSST,2009,33.3,-35.0,324,-17.2,-1.0,-3.6,-11.8,-0.8,24.6,na,na,na
611,Vaughn Charlton,TEM,2009,32.9,-14.4,276,-1.0,8.5,-2.1,-7.3,-0.1,36.7,na,3/25/1988,na
612,Jameel Sewell,UVA,2009,31.6,-41.7,453,-17.5,5.4,-0.7,-24.0,1.8,27.8,na,na,na
613,Donovan Porterie,UNM,2009,31.3,-39.9,560,-10.1,15.7,-6.6,-20.4,1.4,32.3,na,na,na
614,Adam Weber,MINN,2009,30.4,-45.6,483,-20.3,12.7,-9.5,-24.5,0.6,27.3,na,8/3/1987,na
615,Cody Hawkins,COLO,2009,29.8,-24.6,282,-8.1,0.3,-1.7,-7.0,0.2,28.8,na,na,na
616,Kawaun Jakes,WKU,2009,27.7,-26.2,408,-5.3,9.0,3.4,-18.0,0.5,33.9,na,na,na
617,Kelly Page,BALL,2009,27.6,-15.3,278,-1.7,2.1,11.6,-16.0,0.6,36.1,na,na,na
618,Jordan La Secla,SJSU,2009,26.2,-24.8,400,-4.6,13.5,-7.1,-13.8,2.4,34.5,na,na,na
619,Patrick Nicely,AKR,2009,22.9,-28.1,278,-12.8,1.0,-2.7,-11.3,0.2,25.9,na,na,na
620,Trent Steelman,ARMY,2009,17.9,-43.2,335,-25.9,3.6,-23.1,-6.4,0.2,20.8,na,11/14/1989,na
621,Jeff Fleming,NMSU,2009,11.3,-40.4,272,-21.0,-14.0,1.3,-9.3,0.9,17.6,na,na,na
622,Andrew Luck,STAN,2010,93.8,102.0,459,97.5,77.2,23.2,-6.0,3.0,91.0,na,9/12/1989,"2012: Rd 1, Pk 1 (IND)"
623,Cam Newton,AUB,2010,90.0,93.5,582,107.6,65.8,54.8,-14.2,1.2,84.1,"6' 5"", 245 lbs",5/11/1989 (31),"2011: Rd 1, Pk 1 (CAR)"
624,Kellen Moore,BSU,2010,89.4,89.4,440,80.8,87.3,-2.8,-5.7,2.1,89.2,na,7/5/1988,na
625,Colin Kaepernick,NEV,2010,87.7,108.4,575,110.3,65.2,48.8,-4.9,1.2,87.6,na,11/3/1987,"2011: Rd 2, Pk 36 (SF)"
626,Terrelle Pryor Sr.,OSU,2010,82.4,63.5,484,64.8,48.2,26.6,-8.3,-1.8,79.6,na,6/20/1989,na
627,Scott Tolzien,WISC,2010,80.6,39.4,315,44.5,57.1,-1.8,-11.4,0.7,78.6,na,9/4/1987,na
628,Andy Dalton,TCU,2010,80.5,65.0,438,68.2,59.3,14.6,-6.9,1.3,82.4,"6' 2"", 220 lbs",10/29/1987 (32),"2011: Rd 2, Pk 35 (CIN)"
629,Denard Robinson,MICH,2010,79.9,57.2,554,72.6,31.7,46.8,-4.5,-1.4,74.5,na,9/22/1990,"2013: Rd 5, Pk 135 (JAX)"
630,Chandler Harnish,NIU,2010,78.7,70.7,464,79.9,59.2,24.3,-7.5,3.8,83.0,na,7/28/1988,"2012: Rd 7, Pk 253 (IND)"
631,Tyrod Taylor,VT,2010,78.3,49.4,498,61.1,54.1,22.4,-19.6,4.3,73.7,"6' 1"", 215 lbs",8/3/1989 (31),"2011: Rd 6, Pk 180 (BAL)"
632,Taylor Potts,TTU,2010,78.1,69.0,618,82.5,83.4,8.9,-11.7,1.9,76.1,na,10/13/1987,na
633,Greg McElroy,ALA,2010,77.8,33.7,401,42.8,58.6,3.2,-19.2,0.2,70.5,na,5/10/1988,"2011: Rd 7, Pk 208 (NYJ)"
634,Ryan Mallett,ARK,2010,76.1,33.7,509,49.7,67.9,-0.1,-17.1,-1.0,66.6,na,6/5/1988,"2011: Rd 3, Pk 74 (NE)"
635,Mike Hartline,UK,2010,75.6,40.7,471,52.1,57.9,0.6,-9.2,2.9,71.1,na,6/13/1988,na
636,Aaron Murray,UGA,2010,74.3,32.1,453,45.3,53.7,9.9,-17.9,-0.6,67.6,na,11/10/1990,"2014: Rd 5, Pk 163 (KC)"
637,Robert Griffin III,BAY,2010,73.3,49.8,656,59.0,62.2,10.5,-11.6,-2.2,68.7,"6' 2"", 213 lbs",2/12/1990 (30),"2012: Rd 1, Pk 2 (WSH)"
638,Ryan Lindley,SDSU,2010,73.0,49.3,482,62.7,63.2,3.4,-6.4,2.6,74.3,na,6/22/1989,"2012: Rd 6, Pk 185 (ARI)"
639,Stephen Garcia,SC,2010,71.9,25.7,506,44.6,55.9,3.6,-15.1,0.2,62.9,na,na,na
640,Ricky Stanzi,IOWA,2010,71.5,33.3,432,45.8,53.0,3.8,-10.6,-0.2,69.0,na,9/3/1987,"2011: Rd 5, Pk 135 (KC)"
641,Tino Sunseri,PITT,2010,71.3,29.1,441,44.2,45.4,11.4,-13.3,0.6,66.5,na,na,na
642,Jeff Godfrey,UCF,2010,70.2,44.2,421,55.7,45.6,22.5,-11.1,-1.2,74.8,na,na,na
643,Brandon Weeden,OKST,2010,70.1,35.3,569,52.4,65.1,-3.4,-9.5,0.2,65.6,na,10/14/1983,"2012: Rd 1, Pk 22 (CLE)"
644,Landry Jones,OKLA,2010,70.1,33.9,723,57.0,67.0,-1.3,-13.9,5.2,62.0,na,4/4/1989,"2013: Rd 4, Pk 115 (PIT)"
645,Taylor Martinez,NEB,2010,69.8,22.4,390,34.5,25.0,28.6,-17.8,-1.4,64.5,na,na,na
646,Tyler Bray,TENN,2010,69.7,17.0,272,23.4,29.1,0.4,-8.4,2.2,65.7,na,12/27/1991,na
647,Dan Persa,NW,2010,69.6,46.3,500,66.0,71.4,16.9,-22.3,0.1,72.4,na,na,na
648,Dominique Davis,ECU,2010,69.5,54.5,755,72.9,66.6,11.6,-9.4,4.2,67.9,na,7/17/1989,na
649,Darron Thomas,ORE,2010,69.3,24.6,489,42.2,37.0,12.2,-8.9,1.8,62.8,na,na,na
650,T.J. Yates,UNC,2010,68.3,30.4,557,53.0,72.6,3.5,-25.0,2.0,63.8,na,5/28/1987,"2011: Rd 5, Pk 152 (HOU)"
651,Cody Hawkins,COLO,2010,67.9,13.8,260,17.8,18.3,-0.8,-2.8,3.0,63.4,na,na,na
652,Matt Barkley,USC,2010,67.9,18.2,457,35.6,41.1,5.9,-11.3,-0.3,60.2,"6' 2"", 234 lbs",9/8/1990 (30),"2013: Rd 4, Pk 98 (PHI)"
653,Russell Wilson,NCST,2010,67.8,27.5,716,53.6,46.4,26.4,-22.8,3.7,59.9,"5' 11"", 215 lbs",11/29/1988 (31),"2012: Rd 3, Pk 75 (SEA)"
654,Nick Foles,ARIZ,2010,67.5,18.5,511,35.5,50.4,2.3,-17.2,0.0,59.3,"6' 6"", 253 lbs",1/20/1989 (31),"2012: Rd 3, Pk 88 (PHI)"
655,Bryant Moniz,HAW,2010,67.2,56.4,691,66.9,73.1,8.8,-16.9,1.8,70.0,na,na,na
656,Ben Chappell,IU,2010,64.9,36.4,569,56.8,63.0,-3.4,-8.6,5.9,66.0,na,6/2/1987,na
657,Ryan Tannehill,TA&M,2010,64.4,1.6,309,14.1,25.5,-2.2,-10.6,1.4,51.3,"6' 4"", 217 lbs",7/27/1988 (32),"2012: Rd 1, Pk 8 (MIA)"
658,Kirk Cousins,MSU,2010,64.2,17.3,416,30.8,51.8,-3.8,-15.1,-2.3,60.7,"6' 3"", 202 lbs",8/19/1988 (32),"2012: Rd 4, Pk 102 (WSH)"
659,Tim Jefferson Jr.,AFA,2010,64.1,19.0,337,31.7,19.7,16.1,-2.0,-1.9,64.2,na,na,na
660,Christian Ponder,FSU,2010,64.1,4.8,438,21.9,28.6,9.3,-15.9,-0.2,52.8,na,2/25/1988,"2011: Rd 1, Pk 12 (MIN)"
661,Jeremiah Masoli,MISS,2010,63.3,8.6,447,23.4,19.3,11.7,-7.3,0.1,55.0,na,8/24/1988,na
662,Adam Weber,MINN,2010,63.2,15.7,468,30.5,30.7,6.8,-9.7,2.6,58.6,na,8/3/1987,na
663,Jordan Wynn,UTAH,2010,62.9,10.5,343,22.1,28.2,-2.8,-3.7,0.5,57.9,na,na,na
664,Danny O'Brien,MD,2010,61.7,10.0,415,25.5,36.2,-2.1,-9.8,1.2,56.3,na,na,na
665,Sean Renfree,DUKE,2010,61.2,8.3,546,28.8,39.6,3.6,-15.3,0.8,53.9,na,4/28/1990,"2013: Rd 7, Pk 249 (ATL)"
666,Ryan Katz,ORST,2010,60.9,-5.5,464,13.7,30.5,5.0,-20.6,-0.7,46.9,na,11/1/1990,na
667,Bryan Ellis,UAB,2010,60.8,25.5,472,43.1,43.5,2.2,-5.1,1.6,63.7,na,na,na
668,Blaine Gabbert,MIZ,2010,59.6,2.9,625,27.3,43.1,-4.2,-11.0,-0.5,51.2,"6' 5"", 235 lbs",10/15/1989 (30),"2011: Rd 1, Pk 10 (JAX)"
669,Jordan Jefferson,LSU,2010,59.3,-3.6,344,11.6,11.5,11.6,-11.1,-0.5,47.3,na,8/25/1990,na
670,Zach Collaros,CIN,2010,59.3,3.7,551,24.1,37.7,0.7,-18.0,3.7,51.8,na,8/27/1988,na
671,David Piland,HOU,2010,59.2,14.8,402,28.1,31.0,-2.7,-3.0,2.7,59.5,na,na,na
672,Steven Threet,ASU,2010,58.5,7.3,427,25.3,37.7,-1.2,-15.1,3.9,54.4,na,na,na
673,Ryan Colburn,FRES,2010,58.0,20.6,487,35.3,54.7,9.7,-27.8,-1.1,60.8,na,11/8/1988,na
674,Dayne Crist,ND,2010,57.9,6.3,367,20.3,26.7,2.3,-10.5,1.8,54.5,na,10/9/1989,na
675,Geno Smith,WVU,2010,57.5,7.7,522,28.0,41.1,7.1,-20.5,0.3,53.8,"6' 3"", 221 lbs",10/10/1990 (29),"2013: Rd 2, Pk 39 (NYJ)"
676,Kyle Padron,SMU,2010,56.8,29.9,641,50.8,61.3,11.4,-20.3,-1.5,61.9,na,3/27/1991,na
677,Nathan Scheelhaase,ILL,2010,56.7,7.1,471,25.2,23.2,13.0,-12.8,2.0,53.9,na,na,na
678,Jake Locker,WASH,2010,56.1,-6.8,486,15.0,26.1,2.6,-12.6,-1.0,46.4,na,6/15/1988,"2011: Rd 1, Pk 8 (TEN)"
679,Austen Arnaud,ISU,2010,55.9,-2.4,436,14.6,19.5,3.0,-9.1,1.2,48.6,na,na,na
680,Jeff Tuel,WSU,2010,55.6,-3.7,539,17.6,31.6,8.4,-24.6,2.3,48.2,na,2/12/1991,na
681,Austin Davis,USM,2010,55.5,27.0,623,47.9,49.2,10.5,-12.3,0.4,61.1,na,6/2/1989,na
682,Carson Coffman,KSU,2010,55.5,4.1,403,19.5,35.8,-3.2,-14.6,1.6,52.7,na,na,na
683,Adam Froman,LOU,2010,54.9,11.2,290,21.4,27.3,1.6,-8.2,0.7,59.9,na,12/18/1987,na
684,Chris Relf,MSST,2010,54.9,0.3,429,19.2,29.7,1.7,-11.5,-0.7,50.2,na,na,na
685,Jacory Harris,MIAMI,2010,53.7,-9.4,339,6.1,11.5,3.1,-8.2,-0.3,42.8,na,5/12/1990,na
686,Ryan Aplin,ARST,2010,53.6,26.5,593,48.5,41.7,20.2,-15.9,2.6,61.4,na,na,na
687,G.J. Kinne,TLSA,2010,53.5,27.3,653,49.9,54.4,8.8,-15.5,2.4,60.7,na,12/1/1988,na
688,Ross Jenkins,SJSU/LT,2010,52.1,8.4,357,21.2,22.6,4.9,-7.0,0.7,56.1,na,na,na
689,Alex Gillett,EMU,2010,52.0,7.8,443,23.2,15.1,17.7,-12.4,2.7,54.5,na,5/17/1991,na
690,John Brantley,FLA,2010,51.9,-13.9,428,5.3,26.5,-9.2,-12.1,0.0,41.7,na,3/3/1989,na
691,Austyn Carta-Samuels,WYO,2010,51.4,3.4,398,18.3,14.9,18.6,-17.7,2.5,52.2,na,na,na
692,Alex Carder,WMU,2010,49.8,13.8,605,34.7,42.6,9.3,-20.3,3.2,55.9,na,10/22/1989,na
693,B.J. Daniels,USF,2010,48.6,-12.7,403,5.9,9.6,1.0,-11.9,7.3,41.9,na,10/24/1989,"2013: Rd 7, Pk 237 (SF)"
694,Marc Verica,UVA,2010,48.3,-8.6,480,11.8,25.0,-2.9,-10.5,0.3,45.4,na,3/26/1988,na
695,Corey Robinson,TROY,2010,47.2,12.7,612,35.0,57.5,-7.7,-14.7,-0.1,55.4,na,na,na
696,Kyle Parker,CLEM,2010,47.2,-22.6,424,-2.1,15.1,-11.1,-9.7,3.8,36.5,na,na,na
697,Riley Dodge,UNT,2010,47.0,5.3,290,17.7,24.9,3.9,-10.1,-1.0,54.8,na,na,na
698,Wesley Carroll,FIU,2010,46.9,-5.3,474,15.4,29.8,-1.7,-11.8,-0.9,47.1,na,9/6/1967,na
699,Rob Henry,PUR,2010,45.5,-1.4,270,9.8,2.4,9.4,-1.1,-0.9,48.6,na,na,na
700,Garrett Gilbert,TEX,2010,45.1,-18.6,593,7.8,9.2,11.5,-12.3,-0.7,41.9,na,7/1/1991,"2014: Rd 6, Pk 214 (STL)"
701,Jerrod Johnson,TA&M,2010,45.1,-12.3,395,5.5,13.0,8.5,-14.6,-1.4,42.0,na,7/27/1988,na
702,Brian Anderson,MRSH,2010,44.4,-3.4,468,15.9,17.4,3.4,-8.0,3.0,48.1,na,na,na
703,Austin Dantin,TOL,2010,42.7,-8.2,326,6.5,14.9,5.1,-11.3,-2.3,43.5,na,na,na
704,Jake Heaps,BYU,2010,42.5,-11.7,462,7.5,16.6,-0.3,-10.6,1.9,43.5,na,6/19/1991,na
705,Trevor Vittatoe,UTEP,2010,42.2,3.6,519,23.2,33.6,0.7,-13.1,2.4,51.8,na,1/4/1988,na
706,Ricky Dobbs,NAVY,2010,42.1,-9.8,441,10.0,32.5,-16.9,-6.8,0.9,44.3,na,na,na
707,Pete Thomas,CSU,2010,41.9,-19.7,493,2.5,22.9,-0.3,-21.0,1.0,39.8,na,na,na
708,Nathan Enderle,IDHO,2010,41.5,-6.1,582,17.1,37.9,-2.2,-21.6,2.9,47.3,na,1/12/1988,"2011: Rd 5, Pk 160 (CHI)"
709,Boo Jackson,OHIO,2010,41.4,0.6,420,15.8,20.8,5.0,-13.6,3.4,50.3,na,na,na
710,Ryan Radcliff,CMU,2010,41.3,-5.1,571,18.1,44.1,-5.4,-22.2,1.8,47.7,na,na,na
711,Matt Simms,TENN,2010,41.1,-20.7,264,-6.8,9.7,1.1,-16.5,-1.1,30.7,na,9/27/1988,na
712,Tanner Price,WAKE,2010,40.5,-15.4,332,0.4,11.1,0.4,-10.6,-0.5,38.2,na,na,na
713,Omar Clayton,UNLV,2010,38.5,-22.6,409,-1.9,8.3,0.8,-11.7,0.7,36.0,na,na,na
714,Richard Brehaut,UCLA,2010,38.4,-19.5,288,-4.2,6.6,-2.8,-8.4,0.1,33.1,na,na,na
715,Trent Steelman,ARMY,2010,37.9,-6.5,356,8.9,12.4,-0.1,-4.2,0.8,45.3,na,11/14/1989,na
716,Ryan Nassib,SYR,2010,37.8,-19.8,477,2.6,31.5,-4.7,-25.1,1.0,39.4,na,3/10/1990,"2013: Rd 4, Pk 110 (NYG)"
717,Zach Frazer,CONN,2010,37.7,-23.1,317,-6.5,4.0,-1.9,-8.0,-0.5,31.9,na,na,na
718,Kolton Browning,ULM,2010,36.6,-10.7,587,14.6,32.5,4.6,-20.1,-2.8,45.3,na,na,na
719,Zac Dysert,M-OH,2010,36.3,-15.1,454,5.6,26.4,-3.9,-16.1,-0.7,41.4,na,2/8/1990,"2013: Rd 7, Pk 234 (DEN)"
720,Jordan La Secla,SJSU,2010,35.8,-17.8,511,5.6,24.3,2.6,-20.5,-0.8,41.0,na,na,na
721,Nick Fanuzzi,RICE,2010,34.6,-10.6,328,3.8,19.1,-5.9,-8.7,-0.5,41.7,na,na,na
722,Diondre Borel,USU,2010,34.6,-29.5,487,-4.4,6.9,2.4,-15.9,2.2,34.8,na,12/12/1988,na
723,Chris Masson,ULL,2010,34.5,-16.8,347,-0.1,16.8,-6.1,-12.4,1.6,37.7,na,na,na
724,Chas Dodd,RUTG,2010,34.3,-24.2,316,-7.6,22.4,-1.8,-26.9,-1.3,31.1,na,na,na
725,Spencer Keith,KENT,2010,33.8,-20.2,449,1.2,5.1,6.0,-11.1,1.2,38.5,na,na,na
726,Jeff Van Camp,FAU,2010,33.2,-23.9,428,-2.9,19.0,-0.3,-22.6,1.3,35.9,na,na,na
727,Joshua Nesbitt,GT,2010,32.9,-23.4,305,-7.7,-5.2,0.5,-4.5,1.1,31.1,na,4/15/1988,na
728,Jordan Webb,KU,2010,32.5,-20.8,308,-4.2,3.8,5.0,-12.6,-0.3,33.2,na,na,na
729,Ryan Griffin,TULN,2010,31.6,-20.4,446,0.8,24.8,-5.5,-19.9,1.5,38.3,"6' 5"", 210 lbs",11/17/1989 (30),na
730,Matt Christian,NMSU,2010,31.4,-19.2,328,-2.6,3.2,-2.9,-4.7,1.8,35.2,na,na,na
731,Ryan Williams,MEM,2010,30.4,-28.6,376,-7.7,11.1,-2.9,-15.4,-0.5,31.2,na,na,na
732,Dwight Dasher,MTSU,2010,29.0,-23.1,422,-2.2,-0.7,7.4,-9.6,0.8,36.2,na,na,na
733,Matt Schilz,BGSU,2010,26.0,-43.5,471,-15.9,1.8,0.6,-20.0,1.5,27.7,na,na,na
734,Keith Wenning,BALL,2010,23.9,-21.4,286,-6.9,0.6,2.5,-10.7,0.7,31.5,na,2/14/1991,"2014: Rd 6, Pk 194 (BAL)"
735,Larry Smith,VAN,2010,23.6,-50.9,377,-27.4,-7.4,-0.1,-18.4,-1.2,19.7,na,na,na
736,Kawaun Jakes,WKU,2010,23.1,-41.6,438,-16.8,2.0,-0.9,-19.1,1.3,27.1,na,na,na
737,Jerry Davis,BUFF,2010,22.9,-32.8,417,-9.9,2.6,-5.8,-7.6,1.0,30.7,na,na,na
738,Patrick Nicely,AKR,2010,18.4,-52.8,426,-25.6,-4.9,-4.8,-17.3,1.4,21.6,na,na,na
739,Russell Wilson,WIS,2011,94.1,100.3,435,95.3,93.1,16.3,-15.1,0.8,91.7,"5' 11"", 215 lbs",11/29/1988 (31),"2012: Rd 3, Pk 75 (SEA)"
740,Kellen Moore,BSU,2011,85.6,88.4,499,86.4,99.9,-14.1,-2.9,3.5,86.3,na,7/5/1988,na
741,Andrew Luck,STAN,2011,83.8,63.4,485,71.5,72.9,7.1,-9.2,0.1,79.6,na,9/12/1989,"2012: Rd 1, Pk 1 (IND)"
742,Robert Griffin III,BAY,2011,83.5,88.0,632,97.5,99.9,11.0,-15.8,2.0,81.0,"6' 2"", 213 lbs",2/12/1990 (30),"2012: Rd 1, Pk 2 (WSH)"
743,Brandon Weeden,OKST,2011,82.6,73.5,614,80.4,83.8,0.8,-7.6,3.2,77.6,na,10/14/1983,"2012: Rd 1, Pk 22 (CLE)"
744,Matt Barkley,USC,2011,82.2,63.6,524,72.2,68.8,2.0,-5.0,6.3,77.9,"6' 2"", 234 lbs",9/8/1990 (30),"2013: Rd 4, Pk 98 (PHI)"
745,Case Keenum,HOU,2011,80.1,97.2,704,101.2,108.9,5.0,-10.4,-2.4,80.8,"6' 1"", 215 lbs",2/17/1988 (32),na
746,AJ McCarron,ALA,2011,77.9,28.3,390,40.4,49.3,-3.8,-7.4,2.2,68.0,"6' 3"", 215 lbs",9/13/1990 (30),"2014: Rd 5, Pk 164 (CIN)"
747,Connor Shaw,SC,2011,77.5,29.4,349,40.9,20.3,35.9,-14.4,-1.0,70.6,na,9/19/1991,na
748,Dan Persa,NW,2011,76.4,33.9,406,46.2,57.0,4.3,-19.8,4.7,70.4,na,na,na
749,Darron Thomas,ORE,2011,75.4,32.0,436,42.2,42.8,7.4,-8.7,0.4,68.2,na,na,na
750,Aaron Murray,UGA,2011,74.6,25.5,551,44.8,54.2,5.5,-20.2,4.9,61.8,na,11/10/1990,"2014: Rd 5, Pk 163 (KC)"
751,Tyler Bray,TENN,2011,74.6,18.6,300,25.9,28.8,-0.7,-6.4,4.3,65.6,na,12/27/1991,na
752,Tyler Wilson,ARK,2011,74.4,33.9,547,49.5,63.4,1.3,-14.5,-1.2,65.5,na,8/16/1989,"2013: Rd 4, Pk 112 (OAK)"
753,Denard Robinson,MICH,2011,74.1,38.0,502,53.3,29.8,33.8,-12.0,1.7,68.7,na,9/22/1990,"2013: Rd 5, Pk 135 (JAX)"
754,Chandler Harnish,NIU,2011,73.8,88.5,614,97.1,62.0,41.8,-6.7,0.0,81.7,na,7/28/1988,"2012: Rd 7, Pk 253 (IND)"
755,Braxton Miller,OSU,2011,73.6,22.8,352,34.8,19.2,41.4,-24.1,-1.6,66.2,na,11/30/1992,"2016: Rd 3, Pk 85 (HOU)"
756,Logan Thomas,VT,2011,73.3,50.3,587,66.8,48.1,26.9,-10.5,2.2,70.9,"6' 6"", 250 lbs",7/1/1991 (29),"2014: Rd 4, Pk 120 (ARI)"
757,Landry Jones,OKLA,2011,71.8,52.2,629,66.1,74.6,-1.2,-8.1,0.8,70.3,na,4/4/1989,"2013: Rd 4, Pk 115 (PIT)"
758,Jacory Harris,MIAMI,2011,71.7,26.1,395,39.0,48.5,-0.1,-11.3,1.9,66.5,na,5/12/1990,na
759,T.O. Owens,TOL,2011,71.0,30.8,287,36.7,40.9,-2.8,-0.8,-0.6,75.3,na,na,na
760,Brock Osweiler,ASU,2011,70.7,30.2,656,53.7,58.8,6.7,-17.5,5.4,61.8,na,11/22/1990,"2012: Rd 2, Pk 57 (DEN)"
761,James Vandenberg,IOWA,2011,70.4,31.9,532,46.8,48.1,16.7,-18.2,0.1,65.1,na,11/24/1989,na
762,Nick Foles,ARIZ,2011,70.2,37.5,666,52.5,67.4,-4.7,-15.4,4.9,64.2,"6' 6"", 253 lbs",1/20/1989 (31),"2012: Rd 3, Pk 88 (PHI)"
763,Ryan Tannehill,TA&M,2011,69.7,37.6,627,56.5,51.8,10.0,-6.5,1.9,65.1,"6' 4"", 217 lbs",7/27/1988 (32),"2012: Rd 1, Pk 8 (MIA)"
764,Keith Price,WASH,2011,69.1,28.4,456,42.9,53.3,3.8,-16.6,2.5,65.6,na,na,na
765,Geno Smith,WVU,2011,68.7,32.8,623,54.7,69.6,3.8,-21.9,3.2,63.3,"6' 3"", 221 lbs",10/10/1990 (29),"2013: Rd 2, Pk 39 (NYJ)"
766,Jeff Godfrey,UCF,2011,67.0,26.8,366,38.8,34.3,14.6,-9.3,-0.8,68.2,na,na,na
767,Casey Pachall,TCU,2011,66.2,28.3,456,41.4,55.4,-9.3,-8.9,3.9,65.6,na,na,na
768,Seth Doege,TTU,2011,65.9,33.6,687,55.3,66.1,0.8,-14.5,3.0,62.4,na,12/18/1988,na
769,Thomas Rees,ND,2011,64.4,9.3,499,27.9,39.0,-5.0,-9.4,3.2,54.8,na,5/22/1992,na
770,James Franklin,MIZ,2011,64.4,24.2,627,44.4,39.3,17.4,-12.8,0.5,59.9,na,7/23/1991,na
771,Collin Klein,KSU,2011,63.8,26.8,647,52.2,30.4,46.0,-26.0,2.2,60.6,na,na,na
772,Derek Carr,FRES,2011,63.3,29.8,551,48.2,58.3,-0.3,-12.6,3.0,63.7,"6' 3"", 210 lbs",3/28/1991 (29),"2014: Rd 2, Pk 36 (OAK)"
773,Tajh Boyd,CLEM,2011,62.9,19.9,675,43.0,66.9,-10.4,-16.1,2.3,57.6,na,9/25/1990,"2014: Rd 6, Pk 213 (NYJ)"
774,Bryant Moniz,HAW,2011,62.9,37.5,523,50.6,46.7,22.7,-21.6,3.0,67.8,na,na,na
775,Tre Roberson,IND,2011,61.8,5.2,269,12.6,7.6,10.6,-5.3,-0.4,55.0,"6' 0"", 200 lbs",10/22/1992 (27),na
776,Cody Fajardo,NEV,2011,61.6,27.9,370,40.0,33.0,15.8,-7.8,-1.1,68.6,na,3/29/1992,na
777,Sean Mannion,ORST,2011,61.5,7.9,546,25.8,37.7,0.3,-14.5,2.3,53.8,"6' 6"", 230 lbs",4/25/1992 (28),"2015: Rd 3, Pk 89 (STL)"
778,Blaine Gautier,ULL,2011,61.5,33.2,493,48.7,55.7,4.7,-11.7,0.1,66.8,na,na,na
779,Jordan Rodgers,VAN,2011,61.4,-2.3,368,12.6,11.1,7.6,-5.9,-0.3,48.3,na,8/30/1988,na
780,Matt Faulkner,SJSU,2011,61.4,28.6,480,45.1,50.1,-0.1,-10.9,6.1,65.0,na,na,na
781,Bryn Renner,UNC,2011,60.5,11.0,435,25.7,52.2,-6.6,-18.5,-1.3,56.6,na,1/22/1990,na
782,Tyler Tettleton,OHIO,2011,60.5,46.0,621,68.4,67.4,18.4,-16.5,-0.8,68.3,na,na,na
783,Alex Carder,WMU,2011,59.6,25.4,687,51.8,73.4,-7.0,-16.8,2.2,59.5,na,10/22/1989,na
784,Marshall Lobbestael,WSU,2011,59.4,6.2,427,19.8,32.1,-1.9,-15.4,4.9,53.8,na,na,na
785,Zach Maynard,CAL,2011,59.0,1.1,548,22.8,32.5,3.1,-18.7,5.9,50.5,na,na,na
786,EJ Manuel,FSU,2011,58.4,8.5,472,24.2,45.7,2.4,-22.9,-0.8,54.7,na,3/19/1990,"2013: Rd 1, Pk 16 (BUF)"
787,Tanner Price,WAKE,2011,58.4,3.1,527,25.4,42.2,5.4,-22.1,-0.2,51.5,na,na,na
788,Taylor Martinez,NEB,2011,58.4,11.1,527,30.6,34.9,5.1,-10.6,1.0,55.4,na,na,na
789,Kirk Cousins,MSU,2011,58.4,7.2,503,26.3,51.0,-12.7,-10.2,-1.8,53.7,"6' 3"", 202 lbs",8/19/1988 (32),"2012: Rd 4, Pk 102 (WSH)"
790,B.J. Daniels,USF,2011,57.6,4.7,532,25.9,22.3,9.4,-8.6,2.7,52.3,na,10/24/1989,"2013: Rd 7, Pk 237 (SF)"
791,Dominique Davis,ECU,2011,57.4,19.4,618,43.0,47.2,10.4,-14.7,0.0,58.1,na,7/17/1989,na
792,C.J. Brown,MD,2011,57.1,-3.3,263,7.3,-7.7,19.3,-6.0,1.8,46.7,na,na,na
793,MarQueis Gray,MINN,2011,57.1,6.4,436,21.9,15.1,15.1,-7.6,-0.5,53.8,na,11/7/1989,na
